UUID,Title,Mapped First Author,Year,Environment Type (learning or training),Mapped Data Collection Mediums,Mapped Modalities,Mapped Analysis Methods,Mapped Fusion Types,Mapped Publication Acronym,Mapped Full Publication,Sort Number,Environment Setting,Environment Subject,Participant Structure,Didactic Nature,Level of Instruction or Training,Analysis Approach,Analysis Results (w/ multimodal advantages),Full-Read 3 by Researcher,Reviewer,Reviewer Notes
1426267857,"affect, support, and personal factors: multimodal causal models of one-on-one coaching",Lujie Karen Chen,2021,Learning,"AUDIO,VIDEO,SURVEY","PROS,GAZE,TRANS,AFFECT,SURVEY","STATS,NET",HYBRID,JEDM,Journal of Educational Data Mining,29,PHYS,STEM,IND,INSTR,K12,MB,"""Firstly, we note a clear causal pathway between the group of variables describing parents’ support and another group representing the child’s cognitive-affective experience.""

""Secondly, we note the causal pathway from Profile to Affect and, indirectly, to Support.""",Clayton,2,"Model-based via presented framework.

""We explore an analytical framework that is explainable and amenable to incorporating domain knowledge. The proposed framework combines statistical approaches in Sparse Multiple Canonical Correlation, causal discovery, and inference methods for observations. We demonstrate this framework using a multimodal one-on-one math problem-solving coaching dataset collected in naturalistic home environments involving parents and young children."""
1426267857,"affect, support, and personal factors: multimodal causal models of one-on-one coaching",Lujie Karen Chen,2021,Learning,"AUDIO,VIDEO,SURVEY","PROS,GAZE,TRANS,AFFECT,SURVEY","STATS,NET",HYBRID,JEDM,Journal of Educational Data Mining,29,PHYS,STEM,IND,INSTR,K12,MB,,Caleb/Clayton,1&2,
2055153191,round or rectangular tables for collaborative problem solving? a multimodal learning analytics study,Milica Vujovic,2020,Learning,"VIDEO,MOTION","POSE,GEST,ACT","STATS,QUAL",OTH,BJET,British Journal of Educational Technology,30,BLND,"HUM, STEM",MULTI,INSTR,K12,MF,"""The statistical analysis has shown significant differences between the levels of independent variables related to table shape and how the effect differs between two different levels of education, and this was further supported by a qualitative analysis of the observations obtained from the video recording of the activities.""",Clayton,1,"2 environments: blended arduino and blended pen/paper. 
STEM for CS, humanities for design."
2055153191,round or rectangular tables for collaborative problem solving? a multimodal learning analytics study,Milica Vujovic,2020,Learning,"VIDEO,MOTION","POSE,GEST,ACT","STATS,QUAL",OTH,BJET,British Journal of Educational Technology,30,BLND,"HUM, STEM",MULTI,INSTR,K12,MF,"""Results show that the use of round tables (vs rectangular tables) leads to higher levels of on-task participation in the case of elementary school students. For university students, different table shapes seem to have a limited impact on their levels of participation in collaborative problem solving.""",Caleb,2,
2055153191,round or rectangular tables for collaborative problem solving? a multimodal learning analytics study,Milica Vujovic,2020,Learning,"VIDEO,MOTION","POSE,GEST,ACT","STATS,QUAL",OTH,BJET,British Journal of Educational Technology,30,BLND,"HUM, STEM",MULTI,INSTR,K12,MF,,Clayton/Caleb,1&2,
2273914836,many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,Jauwairia Nasir,2022,Learning,"VIDEO,AUDIO,LOGS,PPA,SURVEY","PROS,AFFECT,GAZE,TRANS,LOGS","STATS,QUAL,CLUST,CLS",HYBRID,IJCSCL,International Journal of Computer-Supported Collaborative Learning,31,BLND,STEM,MULTI,INSTR,K12,"MB, MF","""Our combined multi-modal learning analytics and interaction analysis methodology enabled us to identify two multi-modal profles of learners who have learning gains and one multi-modal profle of learners who do not have learning gains.""

""Using this approach, we are able to build the multimodal behavioral profles for each group of learners.""",Clayton,1,"blended: environment is the screen, but outside env is physical robot agent IRL.
model-based (SVM, RF) and model-free because classification and clustering used, along with stats.
subject is STEM because goal of env is to teach about minimum-spanning-tree."
2273914836,many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,Jauwairia Nasir,2022,Learning,"VIDEO,AUDIO,LOGS,PPA,SURVEY","PROS,AFFECT,GAZE,TRANS,LOGS","STATS,QUAL,CLUST,CLS",HYBRID,IJCSCL,International Journal of Computer-Supported Collaborative Learning,31,BLND,STEM,MULTI,INSTR,K12,MB,"""Our combined multi-modal learning analytics and interaction analysis methodology enabled us to identify two multi-modal profles of learners who have learning gains and one multi-modal profle of learners who do not have learning gains.""",Caleb,2,
2273914836,many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,Jauwairia Nasir,2022,Learning,"VIDEO,AUDIO,LOGS,PPA,SURVEY","PROS,AFFECT,GAZE,TRANS,LOGS","STATS,QUAL,CLUST,CLS",HYBRID,IJCSCL,International Journal of Computer-Supported Collaborative Learning,31,BLND,STEM,MULTI,INSTR,K12,MB,,Clayton/Caleb,1&2,
1763513559,keep me in the loop: real-time feedback with multimodal data,Daniele Di Mitri,2021,Training,"SURVEY,LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST,SURVEY","CLS,QUAL,STATS",HYBRID,IJAIED,International Journal of Artificial Intelligence in Education,32,PHYS,PSY,IND,TRAIN,UNSP,MB,"""the architecture used for the CPR Tutor allowed for the provision of real-time multimodal feedback, and the generated feedback seemed to have a short-term positive influence on the considered CPR performance indicators.""

""The CPR Tutor automatically recognises and assesses the quality of the chest compressions according to five CPR performance
indicators. It detects training mistakes in real-time by analysing a multimodal data stream consisting of kinematic and electromyographic data. Based on this assessment, the CPR Tutor provides audio feedback to correct the most critical mistakes and improve the CPR performance.""",Clayton,1,CPR tutor. LSTM model.
1763513559,keep me in the loop: real-time feedback with multimodal data,Daniele Di Mitri,2021,Training,"SURVEY,LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST,SURVEY","CLS,QUAL,STATS",HYBRID,IJAIED,International Journal of Artificial Intelligence in Education,32,PHYS,PSY,IND,TRAIN,UNI,MB,"""we collected findings that, while they cannot be generalised, indicate that the feedback of the CPR tutor had a short-term positive influence on the CPR performance in the target classes.""",Caleb,2,
1763513559,keep me in the loop: real-time feedback with multimodal data,Daniele Di Mitri,2021,Training,"SURVEY,LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST,SURVEY","CLS,QUAL,STATS",HYBRID,IJAIED,International Journal of Artificial Intelligence in Education,32,PHYS,PSY,IND,TRAIN,PROF,MB,,Clayton/Caleb,1&2,
1345598079,intermodality in multimodal learning analytics for cognitive theory development: a case from embodied design for mathematics learning,Sofia Tancredi,2022,Learning,"EYE,VIDEO,AUDIO,INTER","GAZE,GEST,TRANS,POSE,INTER","PATT,QUAL,STATS",OTH,MMLA Handbook,The Multimodal Learning Analytics Handbook,33,VIRT,STEM,IND,INSTR,K12,MF,"""Looking intermodally across hand and gaze dynamics, each stage was characterized by distinct meta patterns: disconfluence of hand and gaze during Exploration, increasing confluence during Discovery, and high confluence during Fluency.""

""Looking intermodally across hand and gaze dynamics, each stage was characterized by distinct meta patterns: disconfluence of hand and gaze during Exploration, increasing confluence during Discovery, and high confluence during Fluency. Towards the end of the Discovery stage, a coordination of coordinations (Piaget, 1970) developed wherein the coordination between the left- and right hands became coordinated with newly developed gaze structures spanning different screen locations.""",Clayton,1,Physcal interaction with tablet to change ratios of two bars on screen.
1345598079,intermodality in multimodal learning analytics for cognitive theory development: a case from embodied design for mathematics learning,Sofia Tancredi,2022,Learning,"EYE,VIDEO,AUDIO,INTER","GAZE,GEST,TRANS,POSE,INTER","PATT,QUAL,STATS",OTH,MMLA Handbook,The Multimodal Learning Analytics Handbook,33,VIRT,STEM,IND,INSTR,K12,MF,"""Our findings point to the importance of MMLA work that attunes to intermodal dynamics of learning, both as a pragmatic resource for identifying key moments in learning and as a resource for refining theoretical understandings of learning processes.""",Caleb,2,
1345598079,intermodality in multimodal learning analytics for cognitive theory development: a case from embodied design for mathematics learning,Sofia Tancredi,2022,Learning,"EYE,VIDEO,AUDIO,INTER","GAZE,GEST,TRANS,POSE,INTER","PATT,QUAL,STATS",OTH,MMLA Handbook,The Multimodal Learning Analytics Handbook,33,VIRT,STEM,IND,INSTR,K12,MF,,Clayton/Caleb,1&2,
3135645357,multimodal teaching analytics: automated extraction of orchestration graphs from wearable sensor data,Luis P. Prieto,2018,Learning,"EYE,VIDEO,AUDIO,MOTION","GAZE,PROS,ACT,PIXEL","NET,CLS,STATS,PATT,QUAL",HYBRID,JCAL,Journal of Computer Assisted Learning,34,BLND,STEM,MULTI,INSTR,K12,MB,"""In summary, the results from our evaluation of personalized and general models to automatically extract orchestration graphs highlight the fact that machine learning models can be successfully trained with such multimodal sensor data, using relatively low-level features.""",Clayton,1,Orchestration graphs. Multi-person because classroom-based and therefore multiple students.
3135645357,multimodal teaching analytics: automated extraction of orchestration graphs from wearable sensor data,Luis P. Prieto,2018,Learning,"EYE,VIDEO,AUDIO,MOTION","GAZE,PROS,ACT,PIXEL","NET,CLS,STATS,PATT,QUAL",HYBRID,JCAL,Journal of Computer Assisted Learning,34,PHYS,STEM,MULTI,INSTR,PROF,MB,"""In summary, the results from our evaluation of personalized and general models to automatically extract orchestration graphs highlight the fact that machine learning models can be successfully trained with such multimodal sensor data, using relatively low-level features.""",Caleb,2,
3135645357,multimodal teaching analytics: automated extraction of orchestration graphs from wearable sensor data,Luis P. Prieto,2018,Learning,"EYE,VIDEO,AUDIO,MOTION","GAZE,PROS,ACT,PIXEL","NET,CLS,STATS,PATT,QUAL",HYBRID,JCAL,Journal of Computer Assisted Learning,34,PHYS,STEM,MULTI,INSTR,PROF,MB,,Clayton/Caleb,1&2,
3856280479,children's play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP,BP","STATS,QUAL,CLS",HYBRID,IJCCI,International Journal of Child-Computer Interaction,35,BLND,STEM,IND,INSTR,K12,"MB, MF","""Our work exemplifies how the confluence of MMD and video coding can go further than data triangulation, and contribute to a holistic understanding of children’s play and problem-solving behaviours during their interactions with MBLT, by enabling researchers and designers the capacity to cater to children’s cognitive, affective and physiological processes to support learning through use of MBLT. To the best of our knowledge, there are no previous studies that use MMD from wearable and ubiquitous sensors (e.g., eye tracking glasses, wristbands and skeletal tracking) to investigate children’s behaviours in this context.""",Clayton,1,Marvy learns (geometry). RF for classification (model-based). Exploratory Factor Analysis (EFA) for statistical analysis (model-free)
3856280479,children's play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP,BP","STATS,QUAL,CLS",HYBRID,IJCCI,International Journal of Child-Computer Interaction,35,BLND,STEM,IND,INSTR,K12,MB,"""Our work exemplifies how the confluence of MMD and video coding can go further than data triangulation, and contribute to a holistic understanding of children’s play and problem-solving behaviours during their interactions with MBLT, by enabling researchers and designers the capacity to cater to children’s cognitive, affective and physiological processes to support learning through use of MBLT.""",Caleb,2,
3856280479,children's play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP,BP","STATS,QUAL,CLS",HYBRID,IJCCI,International Journal of Child-Computer Interaction,35,BLND,STEM,IND,INSTR,K12,"MB, MF",,Clayton/Caleb,1&2,
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,OTH,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",36,PHYS,OTH,MULTI,INF,PROF,MF,"""We conducted a case study to compare the visualizations provided by the system in two different situations: collaborative and competitive activities. The results suggest that the provided visualizations help to identify issues on cognitive contribution, assimilation, self-regulation, and integration of the team members. They could also support teachers to decide whether they must assist a team in fostering collaboration.

While the results are naturally constrained to the characteristics of the activities in which we tested the platform, they provide initial evidence about the technical fea-
sibility of extracting behavioral indicators and traces using MMLA to give insights onteam collaboration.""",Clayton,1,"2 env tasks: collaboratively write a sentence about what might be the first article of Chile's new constitution, and decide who should be saved in a bunker in an apocalyptic scenario"
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,OTH,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",36,PHYS,HUM,MULTI,INF,UNI,MF,"""The results suggest that the provided visualizations help to identify issues on cognitive contribution, assimilation, self-regulation, and integration of the team members. They could also support teachers to decide whether they must assist a team in fostering collaboration.""",Caleb,2,
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,OTH,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",36,PHYS,HUM,MULTI,INF,"PROF, UNI",MF,,Clayton/Caleb,1&2,
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,OTH,HCII,International Conference on Human-Computer Interaction,37,VIRT,PSY,IND,INF,K12,MF,"""Through our user studies, we found that the platform helps fulfill some of those goals by providing capabilities that can spur on amazement and excitement among traditional Minecraft users and novices. We also find that many of the multimodal components, while not immediately intuitive for users, proved to be preferred modes of game play. In this sense, we feel that this tool is moving in the right direction in terms of the system capabilities that it provides. Our analyses also point to the meaningful ways that multimodal data can be used to study student learning in these game-based environments, and free students from standardized testing and learning experiences.""",Clayton,1,Multicraft: multimodal Minecraft.
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,OTH,HCII,International Conference on Human-Computer Interaction,37,VIRT,STEM,IND,INF,K12,MF,"""Through our user studies, we found that the platform helps fulfill some of those goals by providing capabilities that can spur on amazement and excitement among traditional Minecraft users and novices. We also find that many of the multimodal components, while not immediately intuitive for users, proved to be preferred modes of game play.""",Caleb,2,
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,OTH,HCII,International Conference on Human-Computer Interaction,37,VIRT,STEM,IND,INF,K12,MF,,Clayton/Caleb,1&2,
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project-based learning,Daniel Spikol,2018,Learning,"VIDEO,AUDIO,LOGS,PPA,RPA","POSE,GEST,PROS,LOGS,PPA,RPA","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,38,BLND,STEM,MULTI,INSTR,UNI,MB,"""In this paper, we show that MMLA and the state-of-the-art computational techniques can be used to generate insights into the ""black box"" of learning in students’ project-based activities. These insights generated from multimodal data can be used to inform teachers about the key features of project-based learning and help them support students appropriately in similar pedagogical approaches.""",Clayton,1,"Arduino + browser IDE, so blended engineering. DNN + regression. Also tested SVM, NB, LR."
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project-based learning,Daniel Spikol,2018,Learning,"VIDEO,AUDIO,LOGS,PPA,RPA","POSE,GEST,PROS,LOGS,PPA,RPA","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,38,BLND,STEM,MULTI,INSTR,UNI,MB,"""In this paper, we show that MMLA and the state-of-the-art computational techniques can be used to generate insights into the ""black box"" of learning in students’ project-based activities. These insights generated from multimodal data can be used to inform teachers about the key features of project-based learning and help them support students appropriately in similar pedagogical approaches. Towards achieving this ultimate aim, this paper has three main contributions to the field. First, we show that the distances between students’ hands and faces while they are working on projects is a strong predictor of students’ artefact quality which indicates the value of student collaboration in these pedagogical approaches. Second, we show that both, new and promising approaches such as neural networks and more traditional regression approaches, can be used to classify MMLA data and both have advantages and disadvantages depending on the research questions and contexts being investigated. At last but not least, although, it is traditionally notoriously challenging to provide evidence about the robust and objective evaluations of project-based learning activities, techniques and types of data we presented here can be the first step towards effective implementation and evaluation of project-based learning at a scale.""",Caleb,2,
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project-based learning,Daniel Spikol,2018,Learning,"VIDEO,AUDIO,LOGS,PPA,RPA","POSE,GEST,PROS,LOGS,PPA,RPA","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,38,BLND,STEM,MULTI,INSTR,UNI,MB,,Clayton/Caleb,1&2,
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL,POSE,ACT",QUAL,OTH,JEAP,Journal of English for Academic Purposes,39,PHYS,OTH,MULTI,TRAIN,PROF,MF,"""In this study, we have given special emphasis to the interpersonal metafunction (see Fig. 1), which is crucial to enhance EMI students’ active participation and engagement. The outcomes of this study point to the need to address multimodal interactional competence in professional development programs, as described in Morell et al. (2022) to promote effective lecturing in the diverse EMI scenarios.""",Clayton,1,Workshop for professional development for professors teaching in English (in non-English speaking country)
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL,POSE,ACT",QUAL,OTH,JEAP,Journal of English for Academic Purposes,39,PHYS,OTH,MULTI,TRAIN,PROF,MF,"""The exploration of how EMI lecturers use semiotic resources to construct meaning and to create engagement paves the way to a unified multimodal interactional competence. In general, the mastery of this competence enables lecturers to convert students from passive listeners/observers to active participants, giving them opportunities to engage in active learning, language usage and critical thinking.""",Caleb,2,
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL,POSE,ACT",QUAL,OTH,JEAP,Journal of English for Academic Purposes,39,PHYS,OTH,MULTI,TRAIN,PROF,MF,,Clayton/Caleb,1&2,
3309250332,(dis)engagement matters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,"VIDEO,PPA","GEST,QUAL,PPA","CLUST,CLS,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,40,PHYS,STEM,MULTI,INSTR,UNI,"MB, MF","""I was able to use multimodal data and machine learning to develop
plausible arguments for students’ differential learning gains.""",Clayton,1,"2 tasks: use sheet of paper to hold text book, and use other materials to support a 0.5lb mass

Model-based w/ DT classifier, model-free with k-means clustering."
3309250332,(dis)engagement matters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,"VIDEO,PPA","GEST,QUAL,PPA","CLUST,CLS,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,40,PHYS,STEM,MULTI,INSTR,UNI,MB,"""I was able to draw inferences related to productive engagement and disengagement in the context of collaborative problem solving. These inferences would have been difficult to articulate using only machine learning, and hard to identify using only human coding. Hence, I argue that an intermediate model that leverages the affordances of multimodal data and computation, but leaves inference development to trained scholars could offer a viable alternative to purely qualitative or machine learning approaches.""",Caleb,2,
3309250332,(dis)engagement matters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,"VIDEO,PPA","GEST,QUAL,PPA","CLUST,CLS,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,40,PHYS,STEM,MULTI,INSTR,UNI,MB,,Clayton/Caleb,1&2,
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,41,PHYS,PSY,MULTI,TRAIN,UNI,MB,"""The precision (73%) and recall (61%) for the combined devices (Smartphone + Kinect) achieved the best results compared to the other two classes.""",Clayton,1,"Table Tennis Tutor, LSTM classification."
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,41,PHYS,PSY,"IND, MULTI",TRAIN,"UNI, UNSP",MB,"""We observed, within our context, that smartphone sensors by themselves are unable to perform better than the Kinect. In addition, it is likely that the smartphone sensors are able to classify the strokes by complete chance due to 51% of accuracy. However,the performance improves when both of the devices are combined.""",Caleb,2,
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,41,PHYS,PSY,IND,TRAIN,UNI,MB,,Clayton/Caleb,1&2,
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","EEG,GAZE,LOGS,PULSE,EDA,TEMP,BP,POSE","REG,STATS",HYBRID,IJIM,International Journal of Information Management,42,VIRT,PSY,IND,INF,UNI,"MB, MF","""Overall, our work shows that capturing multimodal data can help us increase the prediction accuracy of users’ learning performance in learner–computer interaction (LCI). In addition, the study shows that the most commonly used data-stream (i.e., keystrokes) is the poorest proxy of our learning performance. Thus, leveraging advances in contemporary learning environments and physiological sensing (wearable, EEG etc.), we provide evidence that multimodal data can be a viable method to accurately track users’ states during learning, thereby providing unique possibilities of closing the loop between the learning technology and the learner. Therefore, the incorporation of multimodal data enables HCI and learning technology researchers to examine unscripted, complex tasks in more holistic and accurate ways.""

Identified specific multimodal features that were best predictors of performance.",Clayton,1,"Pac-Man. Model-based for regression, model-free for statistical methods.

Does training always map to training or is Pacman both a training environment that is informal, for instance?"
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","EEG,GAZE,LOGS,PULSE,EDA,TEMP,BP,POSE","REG,STATS",HYBRID,IJIM,International Journal of Information Management,42,VIRT,PSY,IND,INF,UNI,MB,"""Overall, our work shows that capturing multimodal data can help us increase the prediction accuracy of users’ learning performance in learner–computer interaction (LCI). In addition, the study shows that the most commonly used data-stream (i.e., keystrokes) is the poorest proxy of our learning performance. Thus, leveraging advances in contemporary learning environments and physiological sensing (wearable, EEG etc.), we provide evidence that multimodal data can be a viable method to accurately track users’ states during learning, thereby providing unique possibilities of closing the loop between the learning technology and the learner. Therefore, the incorporation of multimodal data enables HCI and learning technology researchers to examine unscripted, complex tasks in more holistic and accurate ways.""",Caleb,2,
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","EEG,GAZE,LOGS,PULSE,EDA,TEMP,BP,POSE","REG,STATS",HYBRID,IJIM,International Journal of Information Management,42,VIRT,PSY,IND,INF,UNI,MB,,Clayton/Caleb,1&2,
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,43,VIRT,UNSP,IND,INSTR,UNI,MB,"""Through comparison we can find that our proposed model is superior to the most commonly used model of feature fusion in the past.""",Clayton,1,"Engagement detection, DAiSEE dataset. Neural Turing Machine (NTM) RNN."
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,43,VIRT,UNSP,IND,INSTR,UNSP,MB,"""From the perspective of multiple features, we get the fusion of multiple short video features by using two fully connected layers. It can be found from Table I that our method can more accurately predict the student's learning participation than the traditional method of weighted summation and averaging.""",Caleb,2,
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,43,VIRT,UNSP,IND,INSTR,UNSP,MB,,Clayton/Caleb,1&2,
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments,Nathan Henderson,2019,Training,"VIDEO,SENSOR,RPA","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,44,VIRT,OTH,IND,TRAIN,UNI,MB,"""Results indicate that multimodal approaches outperform unimodal baseline classifiers, and feature-level concatenation offers the highest performance among the data fusion techniques.""",Clayton,1,"Affect detection in simulated medical environment. ""other"" for environment type because medical? SVM and DNN for model-based."
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments,Nathan Henderson,2019,Training,"VIDEO,SENSOR,RPA","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,44,VIRT,STEM,IND,TRAIN,UNI,MB,"""We show the improvement that multimodal classifiers achieve compared with unimodal classifiers for both modalities. We also demonstrate that SVMs outperform ANNs as a unimodal classifier in this particular domain. Finally, we demonstrate that data fusion is an effective way to combine multiple modalities, either prior to or following classification.""",Caleb,2,
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments,Nathan Henderson,2019,Training,"VIDEO,SENSOR,RPA","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,44,VIRT,STEM,IND,TRAIN,UNI,MB,,Clayton/Caleb,1&2,
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,PPA","AFFECT,POSE,GEST","CLS,STATS,PATT",MID,UMUAI,User Modeling and User-Adapted Interaction,45,"PHYS, VIRT",UNSP,"IND, MULTI",INSTR,UNSP,MB,"""The proposed method with multi-person detection, multi-modality, group engagement score, inquiry intervention and with an accuracy of 0.77 for a test data of more than 350 students, outperforms the existing methods.",Clayton,1,Ashwin paper! Automated inquiry-based instruction based on affective state. Two environments: classroom (multi-student) and e-learning (single-student). Classification via Inception and YOLO.
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,PPA","AFFECT,POSE,GEST","CLS,STATS,PATT",MID,UMUAI,User Modeling and User-Adapted Interaction,45,"PHYS, VIRT",UNSP,"IND, MULTI",INSTR,UNI,MB,"""The overall experimental results demonstrate that there is a positive correlation with r = 0.74 between students’ affective states and their performance. Proposed inquiry intervention improved the students’ performance as there is a decrease of 65%, 43%, 43%, and 53% in overall in-attentive affective state instances using the inquiry interventions in e-learning, flipped classroom, classroom and webinar environments, respectively.""",Caleb,2,
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,PPA","AFFECT,POSE,GEST","CLS,STATS,PATT",MID,UMUAI,User Modeling and User-Adapted Interaction,45,"PHYS, VIRT",UNSP,"IND, MULTI",INSTR,UNI,MB,,Clayton/Caleb,1&2,
3754172825,detecting impasse during collaborative problem solving with multimodal learning analytics,Yingbo Ma,2022,Learning,"VIDEO,AUDIO","TRANS,PROS,SPECT,GAZE,POSE",CLS,HYBRID,LAK,International Conference on Learning Analytics & Knowledge,46,VIRT,STEM,MULTI,INSTR,K12,MB,"""We found that the semantics and speaker information in the linguistic modality, the pitch variation in the audio modality, and the facial muscle movements in the video modality are the most significant unimodal indicators of impasse.""",Clayton,1,"Learning CS w/ Snap! collaboratively. SVM, BERT, MLP for model-based."
3754172825,detecting impasse during collaborative problem solving with multimodal learning analytics,Yingbo Ma,2022,Learning,"VIDEO,AUDIO","TRANS,PROS,SPECT,GAZE,POSE",CLS,HYBRID,LAK,International Conference on Learning Analytics & Knowledge,46,VIRT,STEM,MULTI,INSTR,K12,MB,"""We found that the semantics and speaker information in the linguistic modality, the pitch variation in the audio modality, and the facial muscle movements in the video modality are the most significant unimodal indicators of impasse. We also trained several multimodal models and found that combining indicators from these three modalities provided the best impasse detection performance.""",Caleb,2,
